conversation_id,conversation_text,argument_objects,dropped_units
17229,"P { margin-bottom: 0.08in } ALICE: I was amazed, you know, its like she would just like get on with it and it was just like, I dont know if I can do this. I was really really scared, I was scared, I was... you know... and I think that really caused problems because, you know when I was on my shift I was ringing Lauren saying oh duhduhduh, is that okay or this, that and the other, so I obviously wasnt instilling any trust in Lauren in what I could do. Mediator: Well lets check that out. ALICE: Okay. Mediator: I mean thats the beauty that youre both here and when somebody says something like that I want to just check that with you? Lauren: When I... thats exactly how Katy was when Alice came on board, and I had come a long way, like Katy was a lot more in her shell before, when I started so I had... I mean, thats Alice saying that she had to guide her by the hand for everything","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""I was amazed, you know""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""like she would just like get on with it""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""know if I can do this""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""I was really really scared""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""I think that really caused problems""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""when I was on my shift I was ringing Lauren saying oh duhduhduh, is that okay or this, that and the other""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""I obviously wasnt instilling any trust in Lauren in what I could do""}, {""reason"": ""Directive Questioning"", ""id"": 7, ""text"": ""check that out""}, {""reason"": ""Asserting"", ""id"": 8, ""text"": ""I mean thats the beauty that youre both here""}, {""reason"": ""Asserting"", ""id"": 9, ""text"": ""when somebody says something like that I want to just check that with you""}, {""reason"": ""Asserting"", ""id"": 10, ""text"": ""I had come a long way""}, {""reason"": ""Asserting"", ""id"": 11, ""text"": ""like Katy was a lot more in her shell before, when I started""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 2, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""support""}, {""source_id"": 6, ""target_id"": 5, ""type"": ""support""}, {""source_id"": 9, ""target_id"": 8, ""type"": ""support""}, {""source_id"": 9, ""target_id"": 7, ""type"": ""support""}, {""source_id"": 8, ""target_id"": 7, ""type"": ""support""}, {""source_id"": 11, ""target_id"": 10, ""type"": ""support""}]}",0
4760,"What we're recognizing, to me, is that the finance project is important, with you because it demonstrates some fairly key skills and authority that you would like within the team. For Eric, because of its very importance, it may be one that he is worried about letting go. Worried about how that transition could take place. Because, as he said this morning, it is, he is so keen, it is so central. It's so easy to make mistakes and therefore to lose time and potentially to lose budgets and all that sort of stuff. To me, it would therefore seem to be a good project to look at in some detail","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""the finance project is important""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""it demonstrates some fairly key skills and authority that you would like within the team""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""because of its very importance, it may be one that he is worried about letting go. Worried about how that transition could take place""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""is so keen, it is so central""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""To me, it would therefore seem to be a good project to look at in some detail""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 4, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 4, ""target_id"": 2, ""type"": ""support""}]}",0
17597,"P { margin-bottom: 0.08in } ALICE: she is now on the cusp of living independently; where she was before wouldnt hardly communicate with people, you know, and shes come on so far where now... I mean she was supposed to come and spend the night with me on Thursday and she was like no Im not going to Alices. I cant be bothered, Im going to sit in the house and watch the telly. You would never have got that kid doing that.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""she is now on the cusp of living independently""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""where she was before wouldnt hardly communicate with people, you know""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""come on so far where now""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""I mean she was supposed to come and spend the night with me on Thursday""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""not going to Alices. I""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""going to sit in the house and watch the telly""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""You would never have got that kid doing that""}], ""relations"": [{""source_id"": 2, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 2, ""target_id"": 1, ""type"": ""support""}, {""source_id"": 6, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 2, ""type"": ""support""}]}",0
4710,"01 H: I mean we had them together we raised them together so far just because she's mad at me is no reason to take them away from me.02 W: Well, I'm not trying to take them away from him [I- the arrangement- ]03 M: [(Could) you- (could)] you go along with the uh shared raising part of the arrangement? As Carl as he was suggesting?=04 W: =Uh week to week I don't know because, I don't know how that's going to work out I don't think it would work out as well as uhm05 M: That would be a joint arrangement a joint physical arrangement where you both would have uh equal time equal responsibility equal time off if you wanna call it that uh and you both would be would have an equal opportunity to, to be an influence on the children's life06 W: Okay well he uh I don't think that would uh I wouldn't agree to that= 07 M: =If you don't the [court wi-]08 W: [But see,] even though he says that uhm the weekends uhm he doesn't get equal time well, he works on the weekends and I work during the week also during the time that I am supposed to have them and it's not, there is it seems to me that if he wants okay he=09 M: =Make a suggestion then I hear what you're saying I hear what you're saying make a suggestion then, what do you think that Carl doesn't like about the [every other weekend]10 W: [Okay I don't] know what uh his off days are but it seems to me that if he were a manager writing his own schedule, and he says that we couldn't arrange it [with the other off days]11 M: [Keep it- okay ] Natalie give us give us a a a choice or give us an idea what how can we resolve this12 W: Uh okay what kind of arrangement13 M: Uh huh14 W: Uhm okay if he doesn't wanna agree to just keeping them on the weekends, then (.) uh let's see maybe, Wednesday Thursday Friday we'll both work (.) well you would have","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""I mean we had them together""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""we raised them together so far""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""just because she's mad at me is no reason to take them away from""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""I don't know because, I don't know how that's going to work out""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""That would be a joint arrangement a joint physical arrangement where you both would have uh equal time equal responsibility equal time off if you wanna call it that uh and you both would be would have an equal opportunity to, to be an influence on the""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""uh I don't think that would uh I wouldn't agree to""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""If you don't the [court""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""even though he says that uhm the weekends uhm he doesn't get equal time well, he works on the weekends and I work during the week also during the time that I am supposed to have them""}, {""reason"": ""Directive Questioning"", ""id"": 8, ""text"": ""Make a suggestion then""}], ""relations"": [{""source_id"": 2, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 2, ""target_id"": 1, ""type"": ""support""}, {""source_id"": 8, ""target_id"": 5, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""attack""}, {""source_id"": 6, ""target_id"": 4, ""type"": ""support""}]}",0
4502,"Now were here in conciliation, to work something out together not unilaterally.= [ ]229 W Okay =Im just saying, I dont I dont wanna keep jeaporde these kids are not guinea pigs and I dont want them tried in several different plans until we decide=230 H =Then I guess we shouldnt have gone with a unilateral plan. ((PAUSE))231 M Maybe the only alternative we have then is ah, for the two of you to go to the( ) and then they will come up with a recommendation232 W Mm233 H That ah, that will evidently take a period of ninety days and that puts us into summer time, spring vacation, and keeps the children away form (( PAUSE)) me, I see them four out of thirty days, thats unacceptable234 M ( )235 H Unnacceptable236 M ( )( ( PAUSE)) Well, I believe that Pam said that ah, you could have them ((PAUSE)) would you like to make that then every other Saturday and every other Sunday? And that way= [ ]237 H Yes238 M =you see them ( )239 W Sir thats totally disruptive240 H ( )=241 M =scuse me. Ahm, ((PAUSE)) we have to try something for ninety days","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""Now were here in conciliation, to work something out together not unilaterally""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""Im just saying, I dont I dont wanna keep jeaporde these kids""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""are not guinea pigs""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""and I dont want them tried in several different plans until we""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""Then I guess we shouldnt have gone with a unilateral plan""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""Maybe the only alternative we have then is ah, for the two of you to go to the( ) and then they will come up with a recommendation""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""That ah, that will evidently take a period of ninety days and that puts us into summer time, spring vacation, and keeps the children away form (( PAUSE)) me""}], ""relations"": [{""source_id"": 2, ""target_id"": 1, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 1, ""type"": ""support""}, {""source_id"": 4, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 6, ""target_id"": 5, ""type"": ""attack""}]}",0
17181,"P { margin-bottom: 0.08in } Mediator: quite often in mediation its useful to have a look at whats gone on in the past, we cant necessarily spend the whole time going over the whole story but you both know it far better than I do, but one interesting place I often think is to think back to when things worked well, or the beginning, do you know what I mean? I think sometimes things happen in the early moments which are quite... ALICE: Im laughing, Im sorry but I dont feel weve ever got on, not even in the beginning. Lauren: The beginning was worse than it is now.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""quite often in mediation its useful to have a look at whats gone on in the past""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""we cant necessarily spend the whole time going over the whole story""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""you both know it far better than I do""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""one interesting place I often think is to think back to when things worked well, or the beginning""}, {""reason"": ""Expressing"", ""id"": 4, ""text"": ""I dont feel weve ever got on, not even in the beginning""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 2, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 4, ""target_id"": 3, ""type"": ""attack""}]}",0
9105,"004 H: Mhm with me (.) I dont I dont have the money to, go out and buy him ( ), a crib. (.) Will you let me have yours? 005 M: Thats not really the point you know, because if you felt Jason really needed a crib youd find the money and youd get the crib 006 H: Mhm 007 M: But you feel he doesnt need a crib and he does just as well sleeping with me uh you know th[ats 008 H: [Well shes afraid that in- in the morning hell get up and I wont get up with him ( ) (.) Jason wouldnt get up and leave the room you know he wouldnt get up without me knowing ((pause)) 009 M: Why wouldnt he 010 H: Cause Id, wake up when he got up. [I must- 011 M: [She says youre a heavy sleeper 012 H: Im usually uh, I get up at six every day during the week, and Im usually up, just as early on the weekends (.) if Im not- dont go out partying with friends the night before, and when I have Jason I dont party, Im very ( ) (.) and when I pick up Kathy I dont go out partying ( ) either ((pause))","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""I dont I dont have the money to, go out and buy him ( ), a crib""}, {""reason"": ""Assertive Questioning"", ""id"": 1, ""text"": ""Will you let me have yours""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""not really the point you know""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""because if you felt Jason really needed a crib youd find the money and youd get the""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""need a crib and he does just as well sleeping with me""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""in- in the morning hell get up and I wont get up with him""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""Jason wouldnt get up and leave the room you know""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""he wouldnt get up without me knowing""}, {""reason"": ""Asserting"", ""id"": 8, ""text"": ""Cause Id, wake up when he got up. [I""}, {""reason"": ""Asserting"", ""id"": 9, ""text"": ""a heavy sleeper""}, {""reason"": ""Asserting"", ""id"": 10, ""text"": ""I get up at six every day during the week, and Im usually up, just as early on the weekends""}, {""reason"": ""Asserting"", ""id"": 11, ""text"": ""if Im not- dont go out partying with friends the night before, and when I have Jason I dont party""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 6, ""target_id"": 5, ""type"": ""attack""}, {""source_id"": 7, ""target_id"": 6, ""type"": ""support""}, {""source_id"": 8, ""target_id"": 7, ""type"": ""support""}, {""source_id"": 9, ""target_id"": 8, ""type"": ""attack""}, {""source_id"": 11, ""target_id"": 8, ""type"": ""support""}]}",0
5981,"131 W: Yeah I mean you bought Lisa a dress, and you deducted it from the child support thats assinine 132 H: No it isnt 133 W: And you know one little tiny loophole in the law [ ] 134 H: I bought I bought over [ ] 135 W: Says they will force him to do that [ 136 H: Veronica, I bought over uh 500 bucks worth of clothes for the kids over Christmas = 137 W: = No way, there is no way that is a blatant lie 138 H: ( ) [ ] 139 W: Total asshole 140 H: This is this is [ ] [ ] 141 W: There is no communication because I cannot communicate there has never been any communication [ ] [ 140 H: This is this is typical of her dialogue, apparently ( ) she doesnt try = RECONSTRUCTION AS DESIGN 273 [ ] 141 W: Dialogue I do not talk 142 H: = and she doesnt = 143 W: = and he deliberately avoids it and comes and picks the children up at 3:30 or 4 right after school when theyre not supposed to be picked up until 6 144 M: How do you feel about uh, modifying their visitation order ( ) to make it a little more flexible okay this is what Doug asked me for [ ] 145 W: Flexible, is fine and if its at the childrens discretion it is fine. If its at his discretion no. 146 M: For example give me an example now at, the childrens discretion 147 W: Uhm, if they have other things to do if Linda wants to go dance, if she has a play she wants to attend if she has an inordinate amount of homework during the weekend, if she has an, exams to study for if Dave has uh, a paper he has to get in, um, if they lack dont feel like going with their father ((pause)) that they be allowed that ((pause)) I dont think they should be forced to do = [ ] 148 H: They are allowed that 149 W: =anything they dont want to do 150 H: They are allowed to do that if ( ) [ ] 151 W: Theyre intimidated and threatened by you ( ) = 152 M: = Good let me ask, let me ask you a couple of questions at this time and uh, ah, do you think that the trouble with uh, would make it a little more flexible would they go along with, with this or would they, would they, ask that the ( ) could be, more limiting, what do you think children will (say to this plan).","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""you bought Lisa a dress, and you deducted it from the child support""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""And you know one little tiny loophole in the law""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""I bought over uh 500 bucks worth of clothes for the kids over Christmas""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""No way, there is no way""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""that is a blatant lie""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""Total asshole""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""There is no communication""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""because I cannot communicate""}, {""reason"": ""Asserting"", ""id"": 8, ""text"": ""there has never been any communication""}, {""reason"": ""Asserting"", ""id"": 9, ""text"": ""this is typical of her dialogue""}, {""reason"": ""Asserting"", ""id"": 10, ""text"": ""I do not talk""}, {""reason"": ""Asserting"", ""id"": 11, ""text"": ""he deliberately avoids it""}, {""reason"": ""Pure Questioning"", ""id"": 12, ""text"": ""How do you feel about uh, modifying their visitation order ( ) to make it a little more flexible""}, {""reason"": ""Asserting"", ""id"": 13, ""text"": ""Flexible, is fine""}, {""reason"": ""Asserting"", ""id"": 14, ""text"": ""If its at his discretion no""}, {""reason"": ""Asserting"", ""id"": 15, ""text"": ""that they be allowed that""}, {""reason"": ""Asserting"", ""id"": 16, ""text"": ""intimidated and threatened by you""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 2, ""type"": ""attack""}, {""source_id"": 4, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""support""}, {""source_id"": 7, ""target_id"": 6, ""type"": ""support""}, {""source_id"": 8, ""target_id"": 6, ""type"": ""support""}, {""source_id"": 9, ""target_id"": 8, ""type"": ""support""}, {""source_id"": 11, ""target_id"": 9, ""type"": ""support""}, {""source_id"": 10, ""target_id"": 9, ""type"": ""support""}, {""source_id"": 14, ""target_id"": 13, ""type"": ""support""}]}",0
2176,174 M Mmh (.) When you were saying (.) Therese that you wish that your father would listen to people more (.) were you one of those people also 175 T (2) I wasnt talking about myself 176 M Mmh (1.5) [you were 177 T [but it would be nice 178 M What would be nice  179 T If I could have (.) ad- ad- adult conversations with my father without him (.) saying every three seconds well (.) Im the boss 180 P But dear we already have adult conversations about the business (.) and about your life (.) so whats wrong 181 M So what would these conversations (.) look like Therese did you have to (.) describe to your father (.) what (.) a conversation (.) would look like that would make (.) YOU feel (.) listened to (.) what would it look like (.) could you explain that to dad  182 P Tell me (.) whats wrong  183 T (2) Ah:: (2) Well if- you dont really listen do you  I mean (.) [ ( ) 184 P [I listen 185 M So:: (.) Therese (.) you have to tell your dad (.) what you would like (.) so:: (.) why dont you tell him what you do want (.) what you (.) would like him to do for you,"{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""T (2) I wasnt talking about myself""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""but it would be nice""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""If I could have (.) ad- ad- adult conversations with my father without him (.) saying every three seconds well (.) Im the boss""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""But dear we already have adult conversations about the business (.) and about your life""}, {""reason"": ""Rhetorical Questioning"", ""id"": 4, ""text"": ""wrong 181 M So what""}, {""reason"": ""Pure Questioning"", ""id"": 5, ""text"": ""Therese did you have to (.) describe to your father (.) what (.) a conversation (.) would look like that would make (.) YOU feel (.) listened to (.) what would it look like""}, {""reason"": ""Assertive Questioning"", ""id"": 6, ""text"": ""could you explain that to dad""}, {""reason"": ""Assertive Questioning"", ""id"": 7, ""text"": ""really listen do you""}, {""reason"": ""Asserting"", ""id"": 8, ""text"": ""I listen""}, {""reason"": ""Asserting"", ""id"": 9, ""text"": ""Therese (.) you have to tell your dad (.) what you would like""}], ""relations"": [{""source_id"": 0, ""target_id"": 1, ""type"": ""attack""}, {""source_id"": 2, ""target_id"": 3, ""type"": ""attack""}, {""source_id"": 4, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 6, ""target_id"": 5, ""type"": ""support""}, {""source_id"": 8, ""target_id"": 7, ""type"": ""attack""}, {""source_id"": 7, ""target_id"": 9, ""type"": ""attack""}]}",0
9241,"you said that people have different personalities? Sean McNeil: Yes, and part of it has to do with, and I hate to bring this up because I know youre going to get all over me, the way men and women think. Men and women just think differently. From what I remember back in psych class, I understood that men are more likely to interrupt, and what we do is we assert ourselves by speaking up and expressing our opinions. I feel what is being done is I am being punished for being a man. Here I am in a group of three women and I feel like youre taking her side because Im a man. Melissa Myer: Well, Im really sorry that you feel that way, Sean.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""people have different personalities""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""and part of it has to do with, and I hate to bring this up because I know youre going to get all over me, the way men and women think""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""Men and women just think differently""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""From what I remember back in psych class, I understood that men are more likely to interrupt""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""and what we do is we assert ourselves by speaking up and expressing our opinions""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""I feel what is being done is I am being punished for being a man""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""Here I am in a group of three women""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""and I feel like youre taking her side""}, {""reason"": ""Asserting"", ""id"": 8, ""text"": ""Well, Im really sorry that you feel that way, Sean""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 4, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 6, ""target_id"": 5, ""type"": ""support""}, {""source_id"": 7, ""target_id"": 5, ""type"": ""support""}, {""source_id"": 8, ""target_id"": 7, ""type"": ""attack""}]}",0
9506,"Melissa Myer: Well, you guys have company email, too. If that day didnt work out and you really needed to meet, maybe you could email and come up with another mutual time. Nancy Butler: We clock in at nine. If I was there by eight Sean McNeil: Okay, I start at seven. Nancy Butler: You could take five or 10 minutes out and meet at eight. Everybody else comes in at nine. Sean McNeil: Okay. Melissa Myer: Then, also, if the production starts at nine, it gives you a cooling-off period and a chance to think about things so you can get back to your work when nine oclock rolls around. Sean McNeil: That could work for me. Melissa Myer: Does that work for both of you? Nancy Butler: Yes","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""you guys have company email, too""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""If that day didnt work out and you really needed to meet, maybe you could email and come up with another mutual time""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""We clock in at nine""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""Okay, I start at seven""}, {""reason"": ""Offering"", ""id"": 4, ""text"": ""You could take five or 10 minutes out and meet at eight""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""Everybody else comes in at nine""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 4, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 4, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""support""}]}",0
17816,"P { margin-bottom: 0.08in } Nancy Butler: The reason I just have this adverse feeling about you is because you took my best friends job .I thought she would be just perfect for it, and you sweet-talked your way into a job that I think she would have been better at. Really, Im just so angry that you got the job and she didnt. Thats what I shared with them. Sean McNeil: Well, for your sake, Im sorry your friend didnt get the job, but, for my sake, Im glad I got the job because I am the best person for this job, and Ive proved it over and over again. I mean, I cant help the way you feel, but I dont want you to dislike me because of the fact that Im competent.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""The reason I just have this adverse feeling about you is because you took my best friends job""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""I thought she would be just perfect for it""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""for my sake, Im glad I got the job""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""I am the best person for this job""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""proved it over and over again. I""}, {""reason"": ""Expressing"", ""id"": 5, ""text"": ""I dont want you to dislike me because of the fact that Im competent""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 2, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 1, ""type"": ""attack""}, {""source_id"": 4, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 3, ""type"": ""support""}]}",0
9234,"My cubicle is way too close to yours, and perhaps what we could do is reorganise a little bit. You said youre into change and innovation. It might be a really good thing if we just relocate and move people around, based on what their duties are. We could maybe do that, and if we give each other a little bit more space in the workplace, that might work. Thats one thing I would propose. We have to make our work climate more collaborative, and you and I just, quite frankly, approach life from a different lens. You just said that. I dont know about this gender thing. Its like: Out of sight, out of mind. If I move from the cubicle across from you to the cubicle in the corner, that might be a way. My work is not that related to what you do. Well see each other. Our stuff is laid out. Well see each other weekly at staff meetings. I think this might help: if we just were not on top of each other. Sean McNeil: Well, Im the boss, and what I would say is I have to make the ultimate decision on this, but if you write up a proposal and hand it to me, I will give it an honest appraisal.","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""My cubicle is way too close to yours""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""and perhaps what we could do is reorganise a little bit""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""into change and innovation""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""It might be a really good thing if we just relocate and move people around, based on what their duties are""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""We could maybe do that""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""and if we give each other a little bit more space in the workplace, that might work""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 2, ""target_id"": 1, ""type"": ""support""}, {""source_id"": 3, ""target_id"": 1, ""type"": ""support""}, {""source_id"": 5, ""target_id"": 4, ""type"": ""support""}]}",0
9289,"Alanas management I dont feel is great because Ive been told by Alana I mean, fair enough Im classed as full-time but my contract was 33 hours and Im working 35 hours for the same money that I got for 33 hours so really I could really benefit from working 40 hours and getting paid for 40 hours and Ive said to Alana before look I cant-, because I was applying for the team leader jobs that were coming up and then the week after I had been for an interview they did away with team leaders so I was progressing in the organisation and then it just got stopped and I was saying to Alana look I cant afford to work any less than I already am but-, I totally forgot where I was going with that-, aye so I thought when they were saying were needing to cut your contract they knew that I couldnt stay with Katy if they cut my contract and Alanas known that, so I felt as if- ALICE It was another- F And they even covered the-, Alanas said to me at supervisions I dont understand how youre always skint because you dont really have an expensive lifestyle, what kind of management is that? ALICE Why did she comment on that?","{""argument_units"": [{""reason"": ""Asserting"", ""id"": 0, ""text"": ""management I dont feel is great""}, {""reason"": ""Asserting"", ""id"": 1, ""text"": ""I mean, fair enough Im classed as""}, {""reason"": ""Asserting"", ""id"": 2, ""text"": ""but my contract was 33 hours""}, {""reason"": ""Asserting"", ""id"": 3, ""text"": ""so really I could really benefit from working 40 hours and getting paid for 40 hours""}, {""reason"": ""Asserting"", ""id"": 4, ""text"": ""I was applying for the team leader jobs that were coming up""}, {""reason"": ""Asserting"", ""id"": 5, ""text"": ""and then the week after I had been for an interview they did away with team leaders""}, {""reason"": ""Asserting"", ""id"": 6, ""text"": ""so I was progressing in the organisation""}, {""reason"": ""Asserting"", ""id"": 7, ""text"": ""and then it just got stopped""}, {""reason"": ""Asserting"", ""id"": 8, ""text"": ""look I cant afford to work any less than I already am""}, {""reason"": ""Asserting"", ""id"": 9, ""text"": ""contract they knew that I couldnt stay with Katy if they cut my""}, {""reason"": ""Asserting"", ""id"": 10, ""text"": ""and Alanas known that""}, {""reason"": ""Asserting"", ""id"": 11, ""text"": ""because you dont really have an expensive lifestyle""}, {""reason"": ""Rhetorical Questioning"", ""id"": 12, ""text"": ""what kind of management is that""}, {""reason"": ""Rhetorical Challenging"", ""id"": 13, ""text"": ""Why did she comment on that""}], ""relations"": [{""source_id"": 1, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 2, ""target_id"": 0, ""type"": ""support""}, {""source_id"": 4, ""target_id"": 3, ""type"": ""support""}, {""source_id"": 6, ""target_id"": 5, ""type"": ""support""}, {""source_id"": 9, ""target_id"": 8, ""type"": ""support""}, {""source_id"": 13, ""target_id"": 12, ""type"": ""support""}]}",0
